"screenName" "isTroll" "created" "text" "isRetweet" "favoriteCount" "retweetCount" "name" "protected" "listedCount" "followersCount" "location" "favoritesCount" "friendsCount" "verified" "description"
"nicki_minaj46" "moonlightt03" NA 1400651623 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "Ï†äÌ†ºÌºπ" FALSE 7 1288 "M i n Y o o n g i‚ô°" 3415 1098 FALSE ""
"nicki_minaj47" "kenny_y0102" NA 1473860865 "#NowPlaying 
David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha &amp; Af... https://t.co/T2InlQzXAm" FALSE 0 0 "„Ç±„Éã„Éº" FALSE 1 38 "Fukuoka city" 1263 48 FALSE "‚òÜEDM‚òÜÊ¥ãÊ•Ω‚òÜÊ¥ãÊúç‚òÜÊñôÁêÜ‚òÜË¶ã„Åã„Åë„Å´„Çà„Çâ„Åö„Éë„É™„ÉîÈáéÈÉéÌ†æÌ¥òÌ†ΩÌ∏ú‚òÜÂ§öË∂£Âë≥ÊïÖÂ∏∏ÊôÇÈáëÊ¨†Ì†æÌ¥ë‚òÜ„Ç¢„Ç§„Éâ„É´„ÅÆÔΩ¶ÔæÄÔΩ∏„ÅØ„ÄÅËæû„ÇÅ„Çâ„Çå„Åæ„Åõ„Çì„Å≠‚Ä¶ ‚òÜ‰∏ÄË®Ä„ÅßË®Ä„Åà„Å∞Â§â‰∫∫„Åß„ÅôÌ†ΩÌ∏ù‚òÜÁÑ°Ë®Ä„Åµ„Åâ„Çç„Éº„Åî„ÇÅ„Çì„Å°„ÇÉ„ÅÑÌ†ΩÌπèÌ†ΩÌ≤¶  ‚òÜÈÅ©ÂΩì„Å´„Å™„Çì„Åã„Å§„Å∂„ÇÑ„ÅÑ„Å¶„Åæ„Åô„ÄÇ‚òÜÂ∞ÇÈñÄÂ≠¶Ê†°„ÇÅ„Å£„Å°„ÇÉ„Åó„Çì„Å©„ÅÑ„ÄÇ"
"nicki_minaj48" "whoisgambit" NA 1343841192 "So last night I had a dream that a woman called Sista Shade went on TV and accused Nicki Minaj of stealing her style." FALSE 0 0 "Sean" FALSE 14 548 "Sydney, New South Wales" 3007 194 FALSE "Marketing Manager at @wearebbe & @fomoaus. Writer at Who Is Gambit & @theinterns_net. Views are mine."
"nicki_minaj49" "quinzelsbat" NA 1407533611 "RT @timsdrake: dick is absolutely a nicki minaj stan https://t.co/6AuaR7H2n2" TRUE 0 2 "scary mary" FALSE 26 2209 "in your own ass" 14650 723 FALSE "harley quinn, nice to meet'cha"
"nicki_minaj50" "KevoSupremo" NA 1241466917 "#nowplaying Don't Hurt Me by DJ Mustard, Nicki Minaj &amp; Jeremih Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•" FALSE 0 0 "Kevin McCallister ÓêÇ‚Ñ¢" FALSE 12 562 "Brooklyn, NYC." 143 202 FALSE "God blessed me with the ability to put things together, some call it style.
#StyledByKevo"
"nicki_minaj51" "evfilippova4758" NA 1474118289 "Nicki Minaj Performs at Pinkprint Tour in Vancouver, August 2015 https://t.co/KedTJunJhq #NickiMinaj" FALSE 0 0 "Gabriel Hansen" FALSE 2 43 "Phoenix" 29 25 FALSE ""
"nicki_minaj52" "bartallenx" NA 1452095212 "RT @timsdrake: dick is absolutely a nicki minaj stan https://t.co/6AuaR7H2n2" TRUE 0 2 "mackenzie loves bart" FALSE 16 376 "anusha" 8203 147 FALSE "im bart allen. who the hell are you?"
"nicki_minaj53" "debbevelyn1988" NA 1463342837 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "debbbutera" FALSE 1 96 "" 7422 74 FALSE ""
"nicki_minaj54" "lovemusicnami" NA 1472445007 "RT @ArianatorFallen: Ariana Grande FT Nicki Minaj - Side To Side - Isolated Vocals https://t.co/A3WNQF38Gc" TRUE 0 52 "Namiiii‚òª‚òª" FALSE 0 52 "" 10 78 FALSE "Ì†ΩÌ±ßHigh school student Ì†ΩÌ≤úArianatorÌ†ΩÌ≤õ@ArianaGrande„Å®Ê¥ãÊ•Ω„ÅåÂ•Ω„Åç„Å™‰∫∫„Å®Áπã„Åå„Çä„Åü„ÅÑÔºÅÔºÅ"
"nicki_minaj55" "TheMelaninPlug" NA 1438117373 "RT @AsiaNicoleW: #DoYouMindChallenge @NICKIMINAJ 
Nicki Minaj= @borninto_royalty 
Chris Brown= @AsiaNicoleW August Alsina= @JayyBugg Produc‚Ä¶" TRUE 0 64 "Hands To The Sky Ì†ºÌº∏" FALSE 249 48165 "" 67974 10682 FALSE "A raw, uncensored and unfiltered place for PoC. Not intended for a young audience or anyone who isn't a fan of unconventional views and vulgarity."
"nicki_minaj56" "HipHopDance_09" NA 1239636331 "Listen to The Pinkprint Freestyle by Nicki Minaj #np on #SoundCloud @NICKIMINAJ #2M Ì†ΩÌπå https://t.co/FSoo4DB8Au" FALSE 4 3 "OnyxMINŒîJ" FALSE 48 3604 "Charlotte, NC" 44672 4183 FALSE "IG:Stephonf @NickiMinaj Faved x12 and RTed x3 #TM @dawnrichard @tinashe @kmichelle @sevyn @justineskye @candicepillay @christinamilian @bahjarodriguez follow"
"nicki_minaj57" "helenaagb" NA 1308467330 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "unicornÌ†æÌ∂Ñ" FALSE 15 1452 "Honeymoon √£ve." 4762 419 FALSE "Album #3 Track #13 // Justin followed me 08/21/2016 ‚ú® Carly Rae Jepsen also follows"
"nicki_minaj58" "Ajene_" NA 1241466608 "Nicki minaj anaconda really my theme song" FALSE 0 0 "shmoney" FALSE 2 378 "where the cash at" 368 161 FALSE "young fly aka the best who eva tweeted .. where Belize Meets hoodÌ†ºÌ∑ßÌ†ºÌ∑ø"
"nicki_minaj59" "musicfitters" NA 1387513489 "‚ô™Your Love by Nicki Minaj https://t.co/2gev1izzlk" FALSE 0 0 "Musicfitters" FALSE 24 817 "Worldwide" 149 565 FALSE "The Web's Hottest Hits and Y2K Classics! | 24 Hour Streaming Channel | Retail Store Music Provider | Official Playlist."
"nicki_minaj60" "SlametB63056178" NA 1474925241 "RT @HotNudesGallery: Nicki Minaj - As You Have Never Seen Before (9 Photos): https://t.co/matZyxMW4U https://t.co/z1qpx4nCqf" TRUE 0 1 "Slamet Budiyanto" FALSE 14 141 "Indonesia" 234 1385 FALSE "purnabakti"
"nicki_minaj61" "peedrovsb" NA 1429836916 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "peu" FALSE 5 947 "Tamandar√©, PE " 21978 773 FALSE "come true yo get you this type of blow"
"nicki_minaj62" "jjones8184" NA 1459906850 "Nah who did this to Nicki Minaj Ì†ΩÌ∏Ç straight.bars's video https://t.co/CWf8N0roqs" FALSE 0 0 "jsmooth81" FALSE 5 90 "NYC" 1108 152 FALSE "Being yourself is much easier.. Gamer, music lover and investor"
"nicki_minaj63" "roohposey" NA 1467479723 "RT @arianachartsoh: Ì†ºÌ∑¨Ì†ºÌ∑ß UK Official Singles Chart:

5. Ariana Grande ‚Äî ‚ÄúSide To Side (feat. Nicki Minaj)‚Äù (+1) *new peak* [7 weeks] https://‚Ä¶" TRUE 0 15 "Ì†ºÌΩ≠ rodrigo" FALSE 0 20 "Recife, Brasil" 273 122 FALSE "Eu sou Arianator Ì†ΩÌ∏ç e Wolfie Ì†ΩÌ∏ç Basta Aceitar, melhor s√©rie, e melhor cantora da atualidade feminina  Ì†ΩÌ∏ö"
"nicki_minaj64" "NickiWinAgain" NA 1415044486 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "Shanghai" FALSE 24 1115 "ONIK4 will slay ur existence." 59530 536 FALSE "I put my high heels on so I'm closer to God"
"nicki_minaj65" "arianagrancle__" NA 1420607734 "RT @PopCrave: 'Side To Side' by Ariana Grande ft. Nicki Minaj is now certified silver in the UK! https://t.co/fZPVDUTd4r" TRUE 0 399 "danielle" FALSE 7 698 "" 20208 1010 FALSE "multi-fandom ‚ú®"
"nicki_minaj66" "arianagrancle__" NA 1420607734 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "danielle" FALSE 7 698 "" 20208 1010 FALSE "multi-fandom ‚ú®"
"nicki_minaj67" "PoeticStarChild" NA 1236571551 "I would love to hear a Sorry Remix with Nicki Minaj, Trina, Remy Ma, and Missy Elliot https://t.co/RUmODAUERZ" FALSE 3 1 "Trilly Bae Cyrus" FALSE 294 2801 "Inside The Kaleidoscope" 18627 538 FALSE "Queen|Writer|Design ARTrepreneur|Dreams Alley|Crenius|‚òÜGazer|Sneaker/‚ô´/Sock Savant Unconventionally Girly|Empath|Living Canvas Maverick|Loveaholic"
"nicki_minaj68" "WSSRRadio" NA 1440882117 "#NowPlaying Todays Best Music on WSSR Radio| Ariana Grande f. Nicki Minaj - Side To Side (Radio Edit) |Tunein: https://t.co/rWFTKMdZFB|" FALSE 0 0 "WSSR Radio" FALSE 23 262 "Minneapolis, MN" 73 257 FALSE "We are an Urban Music Internet Radio Station based out of Minneapolis, MN."
"nicki_minaj69" "vinemassalai" NA 1463712747 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "vin√≠cius" FALSE 4 227 "" 25901 27 FALSE ""
"nicki_minaj70" "Mrsconceitedd_" NA 1419751608 "Eminem 
Rihanna 
Ice cube 
Otis redding
Nicki Minaj 
Ariana grande https://t.co/RoyYSnGrSR" FALSE 1 1 "Eri" FALSE 3 560 "Houston, TX" 1280 512 FALSE "sc: mrsconceitedd #Lamar20
I just want to be a goddess."
"nicki_minaj71" "Antasialynn" NA 1336946671 "RT @The_OG_Simba: Young MA rap better than Nicki Minaj this not up for debate B" TRUE 0 19 "TayBlanco‚ôêÔ∏è" FALSE 27 13026 "Boston, MA" 3367 13021 FALSE "Instagram:Ittybitty_tay Snapchat:Tasia1127 #GiantsPride"
"nicki_minaj72" "Antasialynn" NA 1336946671 "RT @GodsSecret_: Young MA is way better than Nicki Minaj! Don't @ me" TRUE 0 2 "TayBlanco‚ôêÔ∏è" FALSE 27 13026 "Boston, MA" 3367 13021 FALSE "Instagram:Ittybitty_tay Snapchat:Tasia1127 #GiantsPride"
"nicki_minaj73" "debbevelyn1988" NA 1463342837 "RT @arianachartsoh: Ì†ºÌ∑¨Ì†ºÌ∑ß UK Official Singles Chart:

5. Ariana Grande ‚Äî ‚ÄúSide To Side (feat. Nicki Minaj)‚Äù (+1) *new peak* [7 weeks] https://‚Ä¶" TRUE 0 15 "debbbutera" FALSE 1 96 "" 7422 74 FALSE ""
"nicki_minaj74" "Antasialynn" NA 1336946671 "RT @Josh__IK: Nicki Minaj should be scared of Young M.A and Remy Ma" TRUE 0 3 "TayBlanco‚ôêÔ∏è" FALSE 27 13026 "Boston, MA" 3367 13021 FALSE "Instagram:Ittybitty_tay Snapchat:Tasia1127 #GiantsPride"
"nicki_minaj75" "RockStation99X" NA 1276711382 "She's annoying as hell, but great to look at https://t.co/gudV6qmu7J" FALSE 0 0 "99X - Shreveport" FALSE 26 1694 "Shreveport, LA" 293 636 FALSE "The Rock Station 99X plays the best rock and metal music in Shreveport-Bossier. Listen online, see the hottest babes and get the latest rock music news."
"nicki_minaj76" "chantalgds" NA 1323129443 "Justin Bieber - Beauty And A Beat ft. Nicki Minaj #sigodevuelta https://t.co/equWzWxzt3" FALSE 0 0 "chantalgds" FALSE 117 7039 "LA GUAIRA - EDO.VARGAS" 17 487 FALSE "Soy perseverante, directa y realista  ,mi familia y mi esposo son lo mas importante para mi en esta vida ."
"nicki_minaj77" "sleazeball" NA 1318627897 "PLAY ANACONDA BY NICKI MINAJ FOR ME AND CARINA #doublevision" FALSE 2 0 "sam" FALSE 6 3881 "Nottingham, England" 6258 2272 FALSE "i'm the one"
"nicki_minaj78" "osnapitzonika" NA 1341186180 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "nobody" FALSE 28 4323 "jasmine v's world " 7264 3003 FALSE "#BlackLivesMatter ‚ù§Ô∏è‚úäÌ†ºÌøΩ‚úäÌ†ºÌøæ‚úäÌ†ºÌøø‚ù§Ô∏è"
"nicki_minaj79" "arianachartsoh" NA 1462838384 "Ì†ºÌ∑¨Ì†ºÌ∑ß UK Official Singles Chart:

5. Ariana Grande ‚Äî ‚ÄúSide To Side (feat. Nicki Minaj)‚Äù (+1) *new peak* [7 weeks] https://t.co/yxnESiz78e" FALSE 32 15 "Ariana Charts Oh!" FALSE 9 2591 "Turn on the notifications!" 706 80 FALSE "‚ÄúAriana Charts Oh!‚Äù ser√° sua nova e melhor conta sobre charts da cantora Ariana Grande!"
"nicki_minaj80" "JayDoubL" NA 1253209965 "Safaree Drops Lawsuit Against Nicki Minaj and Says Meek Mill Played Role In¬†Breakup https://t.co/lFLEMvtggL" FALSE 0 0 "J/-)¬•|)O[_]|3|_ BUZZ" FALSE 31 3722 "Chicago - London - Abuja - Lag" 57 720 FALSE "#ART2ME - Media - Music - Videos https://t.co/FRBKYaLUT7 - #rockbridgeentertainment"
"nicki_minaj81" "KDDBONAIR" NA 1375400468 "#KDDBNP SIDE TO SIDE FT. NICKI MINAJ by ARIANA GRANDE" FALSE 0 0 "KDDBONAIR" FALSE 15 150 "" 0 0 FALSE ""
"nicki_minaj82" "merorinkyu25" NA 1380885988 "Madonna - Bitch I'm Madonna ft. Nicki Minaj https://t.co/yahBSrRwiZ" FALSE 1 0 "„Åã„Åø„Å°„ÇÉ„Çì" FALSE 2 104 "Êù±‰∫¨ÈÉΩ" 5348 221 FALSE "„ÅØ„Å°„Çè„Çå„ÄÅ„ÅØ„Å°„Åè„Çì„Å®‰∏ÄÁ∑í„Å´ÊöÆ„Çâ„Åó„Å¶„Çã„ÄÇ Áå´Â•Ω„Åç„ÅÆÂ•≥„ÄÇ"
"nicki_minaj83" "TeamBarb1" FALSE 1363010208 "Safaree Drops Lawsuit Against Nicki Minaj and Says Meek Mill Played Role In Breakup https://t.co/9OrhX1rVC3 #nickiminaj #rap" FALSE 2 0 "Nicki Minaj Fans" FALSE 73 21762 "" 0 17764 FALSE "I'm a Barb. You're a Barb. The world is full of Barbs! Get your latest news here. #teamfollowback"
"nicki_minaj84" "NtsindeIntle" NA 1471191972 "Nicki Minaj - The Crying Game Ì†ΩÌ≤î." FALSE 0 0 "Intle." FALSE 3 163 "Durban , South Africa" 1246 135 FALSE "Young prama stove, mawung'thinta ngiyak'shisa. Ì†ΩÌ∏äÌ†ΩÌ∏ä"
"nicki_minaj85" "Nakaaylaa_" NA 1396253591 "RT @morgdaceleb: Meek mill 
Omarion
Rihanna
Gucci
Alicia keys
Nicki minaj https://t.co/eTyjwEWOZU" TRUE 0 1 "‚ú®" FALSE 2 1255 "" 3335 253 FALSE "Ì†ºÌºàÌ†ΩÌ≤ô"
"nicki_minaj86" "JulianAntorveza" NA 1392467879 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "Julian Antorveza" FALSE 1 588 "Honeymoon √£ve" 51 225 FALSE "i'm so into you, i can barely breathe"
"nicki_minaj87" "ajoloving" NA 1404047433 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "love" FALSE 39 838 "" 1601 507 FALSE ""
"nicki_minaj88" "intoyouflop" NA 1311536833 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "Mikael" FALSE 27 1688 "em casa" 15420 471 FALSE "vai se foder"
"nicki_minaj89" "arianathefeat" NA 1419955870 "RT @PopCrave: 'Side To Side' by Ariana Grande feat. Nicki Minaj has reached a new peak of #5 in the UK. https://t.co/ir8V1iDWQK" TRUE 0 403 "alec Ì†ºÌæ£" FALSE 34 5992 "honeymoon ave" 26256 87 FALSE "amo todos do squad butera"
"nicki_minaj90" "focusgarrix" NA 1444357207 "RT @charts_ariana: Updated Predictions for Hot 100:

#10 Side To Side ‚Äî Ariana Grande (feat. Nicki Minaj) (+9)
https://t.co/bcbvwHrs5Q" TRUE 0 102 "Jade Ì†ºÌºô" FALSE 5 495 "‚ûï‚úñÔ∏è" 3367 397 FALSE "‚òº We will forever be faded under gold skies @Unic00rn I love You ‚ù§Ô∏é"
"nfl1" "teddybmsg" NA 1305246821 "RT @ESPNStatsInfo: Julio Jones (@Falcons) 6th player in NFL history with 300 receiving yards in a game https://t.co/nlTFRtcPwv" TRUE 0 388 "T'Challa" FALSE 3 451 "" 1434 290 FALSE "I'm a loser, I'm a winner, I'm good, I'm bad, I'm a Christian, I'm a sinner, I'm humble, I'm loud, I'm righteous, I'm a killer. XXII"
"nfl2" "DSwizzle17" NA 1242622367 "Check out my broadcast from my PlayStation 4! #PS4live (Madden NFL 17)  live at https://t.co/qMfORgmBwN" FALSE 0 0 "ChiTownSwizz" FALSE 5 93 "Chicago, Il" 2338 238 FALSE "PSN ID : ChiTownSwizz"
"nfl3" "DrHarleymd" NA 1298675450 "RT @masonstorm1135: \"How Detroit Lions' DeAndre Levy fell out of fan favor with injuries\" via @BleacherReport App: https://t.co/CAEVFKjN28" TRUE 0 1 "LiveyourLegend" FALSE 4 178 "D" 904 372 FALSE "Family man, 89-93 US Marine,  4 decade Lions fan  living in H-D world,  Detroit .   BLAH BLAH BLAH,"
"nfl4" "FaridTheDeafGuy" NA 1357939409 "RT @PFF: Raiders LB Cory James has the most tackles for a LB (21) without having a missed tackle this season.

Stats to know: https://t.co/‚Ä¶" TRUE 0 458 "Farid" FALSE 8 437 "Reppin 9-1-6 Sac-Town" 2780 1756 FALSE "Proud to be Deaf...#SacState #RaiderNation #SacramentoKings Snapchat/IG: faridango"
"nfl5" "claytonkarl1234" NA 1368837716 "RT @49ers: Friday night plans? '#AFootballLife: Steve Young' premieres tonight on @nflnetwork at 6 PM PT. https://t.co/GzFlZCQsvK https://t‚Ä¶" TRUE 0 160 "Clayton Karl" FALSE 4 190 "Sin City" 876 171 FALSE ""
"nfl6" "cbsmitty94" NA 1296609465 "RT @SPORTCLlPS: Explain this NFL Ì†ΩÌ≤Ä https://t.co/0zoqFZ3fgn" TRUE 0 6168 "Call Me Billy" FALSE 7 1430 "" 15140 1210 FALSE "Regular girl, celebrity dreams..Towson Alum. Salmon pink. Apple Green"
"nfl7" "Leahy_M82" NA 1454876733 "RT @josephperson: Trying to make sense of the Benwikere decision and why a team with Super Bowl aspirations is retooling? Read this:
https:‚Ä¶" TRUE 0 26 "Matt Leahy" FALSE 22 181 "Westville, NJ" 8693 1622 FALSE ""
"nfl8" "norcaltechie" NA 1227134498 "RT @49ers: Friday night plans? '#AFootballLife: Steve Young' premieres tonight on @nflnetwork at 6 PM PT. https://t.co/GzFlZCQsvK https://t‚Ä¶" TRUE 0 160 "49er Tweet Machine" FALSE 5 19 "" 10 26 FALSE ""
"nfl9" "Jayda_Diamonde" NA 1239361796 "RT @MrazCBS: Joining @DAonCBS NEXT is @CBSSports @sportsreiter to talk #MLB &amp; #NFL. Listen Live https://t.co/IzgTAdQ0lL" TRUE 0 1 "Jayda Diamonde" FALSE 419 22792 "#SeaToShiningSea - 216 / 330 / 440 |  239 / 305 / 818... and Beyond!" 422 137 FALSE "¬ªAdult Film Star & Webcam Legend¬´ Vice President of @CamSharks at https://t.co/0gzB4CoSMD & https://t.co/V9UpIkXXdH (18+)"
"nfl10" "RafaelSalazar20" FALSE 1309221483 "RT @EAMaddenNFL: #FridayFeeling when #Madden17 is FREE to play on Xbox One and PS4 ALL WEEKEND.

Details: https://t.co/FCPl5ExiVd https://t‚Ä¶" TRUE 0 106 "Raphael Salazar" FALSE 9 186 "" 177 479 FALSE ""
"nfl11" "mikeymac26" NA 1354075053 "\"Vikings Head Watchability Rankings at Quarter Mark\" via @BleacherReport App: https://t.co/FVOpRB6E3y" FALSE 0 0 "Mike McLaughlin" FALSE 18 189 "Phoenix, AZ" 1 1193 FALSE ""
"nfl12" "Moonshine8541" NA 1473262293 "RT @buffalobills: Gear up with your Bills to support breast cancer awareness! https://t.co/Tg1ZV0Adwx

Proceeds go to @AmericanCancer: http‚Ä¶" TRUE 0 26 "Istand4theÌ†ºÌ∑∫Ì†ºÌ∑∏" FALSE 1 2 "United States" 68 28 FALSE "I LOVE AMERICA, MY FAMILY, MY DOG AND RUNNING..MY TEAMS ARE THE BILLS - THE SABRES - THE NY RANGERS - THE FLAMES - THE LAKERS - AND THE KNICKS"
"nfl13" "Julianna" NA 1334016147 "RT @adambain: Total Reach of Week 5 NFL live webcast (our 3rd) was 3.1M viewers, +19% from our 2nd game &amp; +32% from our 1st https://t.co/R6‚Ä¶" TRUE 0 191 "Julianna Hayes" FALSE 43 1296 "Mill Valley, CA" 4119 614 FALSE "Mom of Liam, Henry, and Ronan. Married to @markhayessf. Lover of avocados, baths, and all RH franchises. Sales Finance @Twitter, formerly of @Google. Oregonian."
"nfl14" "SportingSaul" NA 1342520494 "RT @sportingnews: The NFL just doesn't get it when it comes to social media. https://t.co/yc5ejOAA3p https://t.co/J5VoZrA6UR" TRUE 0 4 "Saul" FALSE 103 430 "Interact With A Shiny New Acct" 185 275 FALSE "Football, baseball, soccer, basketball, and related statistics fan. Observations may contain unequal parts common sense, sarcasm, and hallucinogenic prose."
"nfl15" "Toff212" NA 1273876487 "RT @Taylorjowens23: When your one of the Top 5 WR in the NFL but your QB is trash #NYGvsMIN 
https://t.co/gxaSglUtkF" TRUE 0 256 "Toff" FALSE 8 32 "Lorraine" 586 45 FALSE "Je suis Lorrain .. Que dire de plus franchement ? :P"
"nfl16" "Birdywic" NA 1311735570 "RT @InGodIDoTrust: NFL Blames 'Confluence of Events' for Ratings Declines but it's actually because of a boycott https://t.co/F1JZadPg2x" TRUE 0 25 "Bette Birdsong" FALSE 113 3079 "SC-USA" 5110 3198 FALSE "Working Taxpayer.  Grandmother -Awake-Angry-Engaged - Tea Party Member and Glenn Beck Fan- I WILL NOT give up my Country! #ISTANDWITHISRAEL"
"nfl17" "sethill95" NA 1273109490 "@DavidZimmer16 @NFL what he does with his Cheerios is his own prerogative...all that other shit is pretty evil though" FALSE 1 0 "Seth Thill" FALSE 0 56 "Dubuque, Iowa" 604 74 FALSE "I'm mediocre at a few things and pretty bad at everything else."
"nfl18" "_yungchoc_" NA 1360092526 "RT @NFL: 75 yards. He's GONE.

JULIO JONES IS A MONSTER. #CARvsATL  https://t.co/nPgbXeaSW1" TRUE 0 3044 "younger thug" FALSE 3 434 "Hicktown, USA" 18440 123 FALSE "sluggish lazy stupid and unconcerned. blm."
"nfl19" "nyktgj" NA 1441324098 "RT @FoxNews: An NFL Player Says He Found a Chicken Head in His Buffalo Wild Wings
https://t.co/egcTPU4RQw" TRUE 0 272 "nyktgj" FALSE 3 97 "" 7268 90 FALSE "Retired POLICE LT..Chicago area..SWAT Team Leader..Patriot"
"nfl20" "Tayos13" NA 1330355625 "@Steveo1934 I'm leaning that way but haven't really capped nfl yet. Not sure what I'm doing yet. Thanksgiving in Canada" FALSE 1 0 "Tayos" FALSE 80 2628 "Kingston, Ontario" 14087 330 FALSE "CFL 62-44-1 (58.5% +16.24u)/
NFL 92-119-9 (43.6% -52.38u)/
CFB 115-141-5 (44.9% -40.04u)/
EGame 592-497 (54.4%)/
NHL 28-30-1 (48.3% +3.72u)/
MMA 117-132(47.0%)"
"nfl21" "randomtweets48" NA 1387058363 "Packers' Cook finds chicken head in wing order https://t.co/3U2NVzsxB0 #ESPN" FALSE 0 0 "Very Random" FALSE 101 104 "" 1 0 FALSE "Random Tweets to excite your day"
"nfl22" "manolhs" NA 1236507382 "Packers' Cook finds chicken head in wing order https://t.co/GAAUP5TbIS" FALSE 0 0 "Manolis Koutselakis" FALSE 143 1805 "Kourmouli 69, Rethymno 74100" 447 639 FALSE "Social networking, iPhone and Mac enthusiast"
"nfl23" "mikeymac26" NA 1354075053 "\"How Can an NFL Player Go Broke?\" via @BleacherReport App: https://t.co/i1lSPB6hVh" FALSE 0 0 "Mike McLaughlin" FALSE 18 189 "Phoenix, AZ" 1 1193 FALSE ""
"nfl24" "CescaGallant" NA 1324502684 "RT @DaveEidWGME: Westbrook's Trevor Bates set to make his NFL debut for the Colts on Sunday! @9_tjb @Colts @WestbrookAD @BlackBearsFB https‚Ä¶" TRUE 0 54 "Francesca" FALSE 2 673 "The Brook " 8655 197 FALSE ""
"nfl25" "TheNFLHotline" NA 1325885242 "#TennesseeTitans NFL Tennessee TITANS size mens LARGE (L) polo golf SHIRT - Sport Tek - red https://t.co/sJ9mBzj7QZ #Tennessee #NFL" FALSE 0 0 "The NFL Hotline" FALSE 850 13813 "" 3411 14959 FALSE "For all #Football #Fans that #Love the #Game  #NFL #GEAR ‚ûú  http://t.co/mOqXB3NQRg   #ESPN #Sports #Teamfollowback 
No Copywright Intended"
"nfl26" "MUT_17GIVEAWAYS" NA 1464474635 "@evan_levine24 Try using https://t.co/hJ1pMDDRxs for the best dk and fd lineups.(NFL only) have not lost yet. https://t.co/iqwD6rb1mv" FALSE 0 0 "Draftkings Provider" FALSE 5 891 "EA" 24 4327 FALSE "Hit me up use my draftkings link - https://t.co/WWGx8DvBqd make sure you check out https://t.co/yWnVJPJeDC if you need help with draftkings or fanduel!!!"
"nfl27" "The_Rayce_Lane" NA 1367777890 "RT @Faux_Gronkowski: David Price is the Peyton Manning of the NFL, chokes in crunch time. Don't @ me, Peyton played terrible in his two SB‚Ä¶" TRUE 0 17 "the_rayce_lane" FALSE 5 214 "" 4336 357 FALSE "My name is Rayce Walker and I believe in fitness.  #psalms23:4 #redsoxnation #Patriots #unc16 American"
"nfl28" "NoRemorseSports" NA 1358997964 "Injuries might force Jets to activate tight end Austin Seferian-Jenkins #nfl https://t.co/sutvfA8knv" FALSE 0 0 "Nate Doughty" FALSE 71 11624 "Los Angeles, CA" 3332 12118 FALSE "#NoRemorseSports is a sports based podcast that airs every Wednesday. #NoRemorse is not only a podcast, but a lifestyle. No holds barred mixed with humor."
"nfl29" "Ronaldrogue" NA 1471452187 "@CFL  @CFLonTSN   If the game is \"mic'ed \" like @NFL    all good.  From the sidelines  ...no." FALSE 0 0 "RonJ" FALSE 29 69 "" 0 226 FALSE ""
"nfl30" "AlexiaGallaghe1" FALSE 1355605016 "RT @NFLFoundation: Thank you Jon Gruden for your leadership to keep football #safe 
https://t.co/OaS3iEeg46" TRUE 0 2 "Alexia Gallagher" FALSE 0 15 "" 7 165 FALSE ""
"nfl31" "FabioSolanilla" NA 1304900242 "RT @NFL: L-E-G-E-N-D.

Join us in wishing Mr. @CwoodsonF a HAPPY 40th BIRTHDAY! Ì†ΩÌ∞ê https://t.co/4NfJ6r9INl" TRUE 0 2080 "Fabio Solanilla" FALSE 10 419 "Panam√°" 2152 570 FALSE "Panam√° Ì†ΩÌ≤Ø, Colegio Javier Prom 16
